key,mean,lower,upper,n.subj,n.item,seed
b_cardinality4,-0.10237596649901666,-0.19237259999999998,-0.012380362500000006,250,18,16
b_cardinality4:adjectiveSUPERLATIVE,0.09759659104123333,-0.0289423925,0.22858132499999995,250,18,16
b_Intercept,0.089143880572,0.0247801125,0.1533903249999999,250,18,16
b_cardinality4 + b_cardinality4:adjectiveSUPERLATIVE,-0.004779375457783334,-0.09950698749999999,0.09295312499999997,250,18,16
b_adjectiveSUPERLATIVE,0.380786048,0.29141775000000003,0.472509475,250,18,17
b_cardinality4,-0.42567753633333333,-0.5164365,-0.33406085,250,18,17
b_cardinality4:adjectiveSUPERLATIVE,0.6446650085,0.5136311,0.7732652249999998,250,18,17
b_Intercept,0.32466954383333335,0.25518199999999996,0.39634232499999994,250,18,17
b_cardinality4 + b_cardinality4:adjectiveSUPERLATIVE,0.21898747216666667,0.11595955,0.32211532499999995,250,18,17
b_adjectiveSUPERLATIVE,0.4003935405,0.306586075,0.49359365,250,18,18
b_cardinality4,-0.19987718040333333,-0.29629025000000003,-0.10008792250000006,250,18,18
b_cardinality4:adjectiveSUPERLATIVE,0.24812435808333333,0.11019645,0.38392037499999976,250,18,18
b_Intercept,0.17581974695,0.10968180000000001,0.24141269999999998,250,18,18
b_cardinality4 + b_cardinality4:adjectiveSUPERLATIVE,0.04824717768,-0.060352925000000016,0.15724375,250,18,18
b_adjectiveSUPERLATIVE,0.2492570753,0.1559894,0.343271125,250,18,19
b_cardinality4,-0.5415011011666667,-0.634280125,-0.450359675,250,18,19
b_cardinality4:adjectiveSUPERLATIVE,0.5693528413333333,0.43917342499999995,0.7024121,250,18,19
b_Intercept,0.37819522883333334,0.313017575,0.44446807499999996,250,18,19
b_cardinality4 + b_cardinality4:adjectiveSUPERLATIVE,0.027851740166666666,-0.07210147499999994,0.13045232499999995,250,18,19
b_adjectiveSUPERLATIVE,0.3637698996666667,0.26689552499999997,0.45766917500000004,250,18,20
b_cardinality4,-0.29951498638333335,-0.39694595000000005,-0.19794435000000007,250,18,20
b_cardinality4:adjectiveSUPERLATIVE,0.401569086,0.26216445,0.5440678499999999,250,18,20
b_Intercept,0.15656919485,0.08702056000000001,0.225694225,250,18,20
b_cardinality4 + b_cardinality4:adjectiveSUPERLATIVE,0.10205409961666667,-0.005269599999999968,0.21124917499999996,250,18,20
b_adjectiveSUPERLATIVE,0.6113819076666667,0.5213256000000001,0.6988485,250,18,21
b_cardinality4,-0.462106249,-0.54924315,-0.372251975,250,18,21
b_cardinality4:adjectiveSUPERLATIVE,0.27316914368333334,0.14569432499999999,0.3998121249999999,250,18,21
b_Intercept,0.019252399816205,-0.0430211725,0.08265731499999983,250,18,21
b_cardinality4 + b_cardinality4:adjectiveSUPERLATIVE,-0.18893710531666666,-0.287320025,-0.09053502499999999,250,18,21
b_adjectiveSUPERLATIVE,0.7164789023333333,0.632939375,0.8012127499999998,250,18,22
b_cardinality4,-0.2987637143333333,-0.391352675,-0.20435170000000008,250,18,22
b_cardinality4:adjectiveSUPERLATIVE,-5.630784585716667e-4,-0.121120175,0.1199836249999998,250,18,22
b_Intercept,0.08603749599916667,0.0252601475,0.14529072499999998,250,18,22
b_cardinality4 + b_cardinality4:adjectiveSUPERLATIVE,-0.299326792791905,-0.39470865,-0.20403328750000002,250,18,22
b_adjectiveSUPERLATIVE,0.5437465783333333,0.45181344999999995,0.6343763,250,18,23
b_cardinality4,-0.7288452841666667,-0.82037195,-0.637194575,250,18,23
b_cardinality4:adjectiveSUPERLATIVE,0.3510859098333333,0.2190588,0.482301475,250,18,23
b_Intercept,0.11936348783333334,0.0559384525,0.18307987499999992,250,18,23
b_cardinality4 + b_cardinality4:adjectiveSUPERLATIVE,-0.37775937433333334,-0.47762454999999987,-0.27621545,250,18,23
b_adjectiveSUPERLATIVE,0.8459329778333333,0.7562305250000001,0.9352000500000001,250,18,24
b_cardinality4,-0.4307799145,-0.52954075,-0.33501055,250,18,24
b_cardinality4:adjectiveSUPERLATIVE,0.48352619783333334,0.35925582500000003,0.61542485,250,18,24
b_Intercept,0.22182874075,0.1521216,0.2922343749999999,250,18,24
b_cardinality4 + b_cardinality4:adjectiveSUPERLATIVE,0.05274628333333333,-0.047321274999999996,0.15590099999999998,250,18,24
b_adjectiveSUPERLATIVE,0.5623072823333334,0.46957092500000003,0.649727675,250,18,25
b_cardinality4,-0.018456787655558332,-0.10467792500000002,0.0691605025,250,18,25
b_cardinality4:adjectiveSUPERLATIVE,0.10344149189115333,-0.0216871825,0.22967874999999988,250,18,25
b_Intercept,0.03462759448005,-0.0279457175,0.0981876224999999,250,18,25
b_cardinality4 + b_cardinality4:adjectiveSUPERLATIVE,0.084984704235595,-0.009298572500000003,0.17876882374999997,250,18,25
b_adjectiveSUPERLATIVE,0.4011154143333333,0.31014565,0.4941259499999998,250,18,26
b_cardinality4,-0.2997416353333333,-0.391402275,-0.20613385000000004,250,18,26
b_cardinality4:adjectiveSUPERLATIVE,0.35834230333333333,0.22707082499999998,0.48937459999999994,250,18,26
b_Intercept,0.11529007820833333,0.0503807,0.17850612499999996,250,18,26
b_cardinality4 + b_cardinality4:adjectiveSUPERLATIVE,0.058600668,-0.04211874999999999,0.156064125,250,18,26
b_adjectiveSUPERLATIVE,0.6702130916666666,0.5785475499999999,0.763738,250,18,27
b_cardinality4,-0.1459469354105,-0.2339819,-0.05347545750000005,250,18,27
b_cardinality4:adjectiveSUPERLATIVE,0.34709819101666667,0.218770525,0.47336359999999994,250,18,27
b_Intercept,0.065159434925,7.73561474999999e-4,0.128963325,250,18,27
b_cardinality4 + b_cardinality4:adjectiveSUPERLATIVE,0.20115125560616667,0.10263477500000001,0.29829382,250,18,27
b_adjectiveSUPERLATIVE,0.5533931603333333,0.46086525,0.6451454749999999,250,18,28
b_cardinality4,-0.30326513416666667,-0.39285434999999996,-0.215825275,250,18,28
b_cardinality4:adjectiveSUPERLATIVE,0.32630120025,0.1919591,0.457084075,250,18,28
b_Intercept,0.13155094691666666,0.06931609,0.19281884999999996,250,18,28
b_cardinality4 + b_cardinality4:adjectiveSUPERLATIVE,0.023036066083333334,-0.07949919999999999,0.12502897499999996,250,18,28
b_adjectiveSUPERLATIVE,0.475605867,0.39317562500000003,0.561833025,250,18,29
b_cardinality4,-0.28939960566666667,-0.37639262500000004,-0.2047843750000001,250,18,29
b_cardinality4:adjectiveSUPERLATIVE,0.126017434877055,0.0032503464999999987,0.2462979499999999,250,18,29
b_Intercept,0.07217943838905,0.009117693000000001,0.133308025,250,18,29
b_cardinality4 + b_cardinality4:adjectiveSUPERLATIVE,-0.16338217078961167,-0.26039391749999996,-0.067769225,250,18,29
b_adjectiveSUPERLATIVE,0.5084335303333334,0.42826457500000004,0.5911628499999999,250,18,30
b_cardinality4,-0.27978833216666665,-0.36578082500000003,-0.1932407000000001,250,18,30
b_cardinality4:adjectiveSUPERLATIVE,0.25537954021383336,0.1151311,0.3906609249999998,250,18,30
b_Intercept,0.030224625776107166,-0.0267388175,0.087376465,250,18,30
b_cardinality4 + b_cardinality4:adjectiveSUPERLATIVE,-0.024408791952833332,-0.146823625,0.10082447499999993,250,18,30
b_adjectiveSUPERLATIVE,0.40070448233333333,0.31131547499999995,0.4877144999999999,250,18,31
b_cardinality4,-0.6614739836666667,-0.751746375,-0.56935095,250,18,31
b_cardinality4:adjectiveSUPERLATIVE,0.3668527555,0.235250775,0.499195625,250,18,31
b_Intercept,0.27055291416666666,0.199502625,0.3407763999999999,250,18,31
b_cardinality4 + b_cardinality4:adjectiveSUPERLATIVE,-0.2946212281666667,-0.3980535,-0.19304179999999999,250,18,31
b_adjectiveSUPERLATIVE,0.27624258916666666,0.189356725,0.3614378999999999,250,18,32
b_cardinality4,-0.37742522116666666,-0.4723564,-0.2856549,250,18,32
b_cardinality4:adjectiveSUPERLATIVE,0.6356720391666667,0.5099520000000001,0.7612252749999999,250,18,32
b_Intercept,0.19057958621666668,0.12862030000000002,0.25383324999999995,250,18,32
b_cardinality4 + b_cardinality4:adjectiveSUPERLATIVE,0.258246818,0.16021404999999994,0.35545562499999994,250,18,32
b_adjectiveSUPERLATIVE,0.7401945195,0.6461814499999999,0.8344237499999998,250,18,33
b_cardinality4,-0.17220720846,-0.2638561,-0.0783717625,250,18,33
b_cardinality4:adjectiveSUPERLATIVE,0.03294830384648167,-0.097611055,0.16321037499999994,250,18,33
b_Intercept,0.08219966019743333,0.0156761375,0.147804775,250,18,33
b_cardinality4 + b_cardinality4:adjectiveSUPERLATIVE,-0.13925890461351834,-0.2407128475,-0.03587438250000003,250,18,33
b_adjectiveSUPERLATIVE,0.7523176171666667,0.6573562749999999,0.8485863749999999,250,18,34
b_cardinality4,-0.23052281453333334,-0.323763025,-0.13736860000000015,250,18,34
b_cardinality4:adjectiveSUPERLATIVE,0.15404532311330166,0.021114352499999996,0.285782375,250,18,34
b_Intercept,0.07077426711565,0.00531817125,0.13408404999999993,250,18,34
b_cardinality4 + b_cardinality4:adjectiveSUPERLATIVE,-0.07647749142003167,-0.178954695,0.031059624999999993,250,18,34
b_adjectiveSUPERLATIVE,0.5108641856666667,0.4236402,0.599666875,250,18,35
b_cardinality4,-0.19097340613833333,-0.27103345,-0.10566187500000002,250,18,35
b_cardinality4:adjectiveSUPERLATIVE,0.35100932133333335,0.222087925,0.479233175,250,18,35
b_Intercept,0.285532247,0.22869340000000002,0.34388097499999987,250,18,35
b_cardinality4 + b_cardinality4:adjectiveSUPERLATIVE,0.160035915195,0.053449375,0.26674739999999997,250,18,35
b_adjectiveSUPERLATIVE,0.6458901078333333,0.554572125,0.7368372999999998,250,18,36
b_cardinality4,-0.23685849085,-0.32136712500000003,-0.15168655,250,18,36
b_cardinality4:adjectiveSUPERLATIVE,0.27689205283333335,0.15457759999999998,0.39758762499999994,250,18,36
b_Intercept,0.038686342946216666,-0.022170102499999997,0.09772193999999998,250,18,36
b_cardinality4 + b_cardinality4:adjectiveSUPERLATIVE,0.040033561983333334,-0.05142450000000002,0.13137949999999995,250,18,36
b_adjectiveSUPERLATIVE,0.42949086016666665,0.3345449,0.5268738,250,18,37
b_cardinality4,-0.14491019678883332,-0.24268095,-0.04730734250000015,250,18,37
b_cardinality4:adjectiveSUPERLATIVE,0.27776160051666665,0.137274225,0.4211308749999999,250,18,37
b_Intercept,0.11162897954978333,0.0416161325,0.1802548499999999,250,18,37
b_cardinality4 + b_cardinality4:adjectiveSUPERLATIVE,0.13285140372783333,0.019716199999999982,0.24193114749999994,250,18,37
b_adjectiveSUPERLATIVE,0.22117702153333332,0.13011392500000002,0.3073877749999999,250,18,38
b_cardinality4,-0.22218351913333334,-0.31481892499999997,-0.13064835000000014,250,18,38
b_cardinality4:adjectiveSUPERLATIVE,0.05566044189706667,-0.07008073749999999,0.18522034999999998,250,18,38
b_Intercept,0.12938044548333333,0.06496192250000002,0.19128497499999997,250,18,38
b_cardinality4 + b_cardinality4:adjectiveSUPERLATIVE,-0.16652307723626666,-0.26177948675,-0.07003272500000005,250,18,38
b_adjectiveSUPERLATIVE,0.5342670885,0.44687894999999994,0.6196844249999998,250,18,39
b_cardinality4,-0.26005248583333335,-0.34916092499999996,-0.17472152500000002,250,18,39
b_cardinality4:adjectiveSUPERLATIVE,0.11623446093505,-0.0117108525,0.24394047499999993,250,18,39
b_Intercept,0.09958414195833333,0.037306625,0.16134812499999993,250,18,39
b_cardinality4 + b_cardinality4:adjectiveSUPERLATIVE,-0.14381802489828333,-0.243354905,-0.04657837500000005,250,18,39
b_adjectiveSUPERLATIVE,0.6449515245,0.553104925,0.7345615,250,18,40
b_cardinality4,-0.17862219866683332,-0.272313175,-0.08541764000000003,250,18,40
b_cardinality4:adjectiveSUPERLATIVE,0.20482304239633334,0.077480075,0.33291035,250,18,40
b_Intercept,0.10716289760941666,0.0413050725,0.17093652499999992,250,18,40
b_cardinality4 + b_cardinality4:adjectiveSUPERLATIVE,0.0262008437295,-0.07529058144999999,0.127339175,250,18,40
b_adjectiveSUPERLATIVE,0.6917843091666667,0.600866175,0.7829378,250,18,41
b_cardinality4,-0.20724192951666667,-0.29328175,-0.11932902500000007,250,18,41
b_cardinality4:adjectiveSUPERLATIVE,-0.02770649412905,-0.15766175,0.10194744999999995,250,18,41
b_Intercept,0.02783117767513,-0.04057249749999999,0.094964785,250,18,41
b_cardinality4 + b_cardinality4:adjectiveSUPERLATIVE,-0.23494842364571666,-0.33656814999999995,-0.13428084750000002,250,18,41
b_adjectiveSUPERLATIVE,0.808467001,0.727682475,0.8913555249999999,250,18,42
b_cardinality4,-0.556992748,-0.6437459499999999,-0.4748346250000001,250,18,42
b_cardinality4:adjectiveSUPERLATIVE,0.46683130466666667,0.34232587500000006,0.5857993749999999,250,18,42
b_Intercept,0.109214735535,0.05073684999999999,0.16923782499999998,250,18,42
b_cardinality4 + b_cardinality4:adjectiveSUPERLATIVE,-0.09016144333333333,-0.188782225,0.00785029999999981,250,18,42
b_adjectiveSUPERLATIVE,0.36296027033333333,0.27873859999999995,0.447412,250,18,43
b_cardinality4,-0.3925802735,-0.480670025,-0.30634960000000006,250,18,43
b_cardinality4:adjectiveSUPERLATIVE,0.16839762764166666,0.048948885,0.29110615,250,18,43
b_Intercept,0.18097403206666668,0.111212975,0.25082164999999995,250,18,43
b_cardinality4 + b_cardinality4:adjectiveSUPERLATIVE,-0.22418264585833333,-0.313890925,-0.13414690000000007,250,18,43
b_adjectiveSUPERLATIVE,0.5634710698333333,0.485662925,0.645528325,250,18,44
b_cardinality4,-0.0652432185097,-0.148785575,0.018325739999999965,250,18,44
b_cardinality4:adjectiveSUPERLATIVE,0.22256909,0.106375,0.3368300499999999,250,18,44
b_Intercept,0.09703464507,0.039259485000000004,0.1553506499999999,250,18,44
b_cardinality4 + b_cardinality4:adjectiveSUPERLATIVE,0.1573258714903,0.0676120125,0.24864930749999994,250,18,44
b_adjectiveSUPERLATIVE,0.7935203025,0.6999423499999999,0.8863266999999999,250,18,45
b_cardinality4,-0.23818282158333334,-0.335944275,-0.13986050000000003,250,18,45
b_cardinality4:adjectiveSUPERLATIVE,0.236928955365,0.108067275,0.367971975,250,18,45
b_Intercept,0.03965295175701666,-0.0262576275,0.106310025,250,18,45
b_cardinality4 + b_cardinality4:adjectiveSUPERLATIVE,-0.001253866218333333,-0.1054449775,0.10259524999999999,250,18,45
b_adjectiveSUPERLATIVE,0.440371581,0.345545775,0.5356253,250,18,46
b_cardinality4,-0.22320201118333333,-0.31418937500000005,-0.13233812500000003,250,18,46
b_cardinality4:adjectiveSUPERLATIVE,0.43925526966666667,0.31407095,0.570464875,250,18,46
b_Intercept,0.1579125997,0.0939459625,0.22139427499999992,250,18,46
b_cardinality4 + b_cardinality4:adjectiveSUPERLATIVE,0.21605325848333334,0.12261247499999998,0.3132007249999999,250,18,46
b_adjectiveSUPERLATIVE,0.6177193835,0.5147621,0.718434575,250,18,47
b_cardinality4,-0.7953667056666667,-0.89526125,-0.6942419000000001,250,18,47
b_cardinality4:adjectiveSUPERLATIVE,0.03168207621026667,-0.11475757499999999,0.17726724999999996,250,18,47
b_Intercept,0.05901631170366667,-0.013864955000000002,0.13109709999999994,250,18,47
b_cardinality4 + b_cardinality4:adjectiveSUPERLATIVE,-0.7636846294564,-0.8714569425,-0.6573202250000001,250,18,47
b_adjectiveSUPERLATIVE,0.5300236158333334,0.44604240000000006,0.6166844499999999,250,18,48
b_cardinality4,-0.24269363025,-0.3287509,-0.15438680000000013,250,18,48
b_cardinality4:adjectiveSUPERLATIVE,0.27890851596666666,0.15376927499999998,0.403518875,250,18,48
b_Intercept,0.12415712415,0.06111380499999999,0.1868755,250,18,48
b_cardinality4 + b_cardinality4:adjectiveSUPERLATIVE,0.036214885716666666,-0.059931050000000013,0.12900652499999996,250,18,48
b_adjectiveSUPERLATIVE,0.6756473641666667,0.5810126999999999,0.76775147499999985,250,18,49
b_cardinality4,0.19694755045,0.101998325,0.290954575,250,18,49
b_cardinality4:adjectiveSUPERLATIVE,0.05296974973993067,-0.08274727000000001,0.18418657499999996,250,18,49
b_Intercept,0.043938426671366666,-0.024950362499999997,0.11256584999999997,250,18,49
b_cardinality4 + b_cardinality4:adjectiveSUPERLATIVE,0.24991730018993066,0.14939047999999996,0.3485085249999999,250,18,49
b_adjectiveSUPERLATIVE,0.5389290656666667,0.450785825,0.630462775,250,18,50
b_cardinality4,-0.027590911311033334,-0.115081825,0.06072452249999995,250,18,50
b_cardinality4:adjectiveSUPERLATIVE,0.11840799051913334,-0.0131788925,0.24444294999999988,250,18,50
b_Intercept,0.24371782033333333,0.182196275,0.30378422499999996,250,18,50
b_cardinality4 + b_cardinality4:adjectiveSUPERLATIVE,0.0908170792081,-0.012191902500000002,0.189273015,250,18,50
b_adjectiveSUPERLATIVE,0.43969055333333334,0.34816165000000004,0.5339984500000001,250,18,51
b_cardinality4,-0.373511376,-0.46947835,-0.2795715500000001,250,18,51
b_cardinality4:adjectiveSUPERLATIVE,0.5224033165,0.382309525,0.6549262499999999,250,18,51
b_Intercept,0.12870442778333333,0.060296475,0.19699584999999997,250,18,51
b_cardinality4 + b_cardinality4:adjectiveSUPERLATIVE,0.1488919405,0.0427311,0.2537723,250,18,51
b_adjectiveSUPERLATIVE,0.6394486998333333,0.55061115,0.7293512249999999,250,18,52
b_cardinality4,-0.13457879912516665,-0.2216819,-0.04684215000000008,250,18,52
b_cardinality4:adjectiveSUPERLATIVE,-0.005932224139383334,-0.13136375,0.11565009999999983,250,18,52
b_Intercept,0.0656248965247,-6.590858750000002e-4,0.130783325,250,18,52
b_cardinality4 + b_cardinality4:adjectiveSUPERLATIVE,-0.14051102326455,-0.235143835,-0.046674812500000024,250,18,52
b_adjectiveSUPERLATIVE,0.2728524688333333,0.190636975,0.35425712499999995,250,18,53
b_cardinality4,-0.0365309218043,-0.120266725,0.047750884999999986,250,18,53
b_cardinality4:adjectiveSUPERLATIVE,0.3352497953333333,0.2182394,0.4529193749999999,250,18,53
b_Intercept,0.10820517507533334,0.05184427,0.16641114999999998,250,18,53
b_cardinality4 + b_cardinality4:adjectiveSUPERLATIVE,0.2987188735290333,0.20840681924999999,0.38646253250000007,250,18,53
b_adjectiveSUPERLATIVE,0.5348050018333333,0.44757479999999994,0.6232859999999999,250,18,54
b_cardinality4,-0.9168538125,-1.0084635,-0.8263824249999999,250,18,54
b_cardinality4:adjectiveSUPERLATIVE,0.4653226355,0.34041365,0.5934751749999999,250,18,54
b_Intercept,0.25401186033333334,0.18795855,0.319350225,250,18,54
b_cardinality4 + b_cardinality4:adjectiveSUPERLATIVE,-0.451531177,-0.548327425,-0.3524324499999999,250,18,54
b_adjectiveSUPERLATIVE,0.5065035653333333,0.417788775,0.59396485,250,18,55
b_cardinality4,-0.18576316091666667,-0.27378935,-0.09854928250000031,250,18,55
b_cardinality4:adjectiveSUPERLATIVE,0.06003495963780833,-0.06355252,0.18416649999999996,250,18,55
b_Intercept,-0.024015773819348333,-0.08769467750000001,0.040026549999999946,250,18,55
b_cardinality4 + b_cardinality4:adjectiveSUPERLATIVE,-0.12572820127885834,-0.218585205,-0.03074717500000007,250,18,55
b_adjectiveSUPERLATIVE,0.38455113416666664,0.29533205,0.4764383499999999,250,18,56
b_cardinality4,-0.39587618966666666,-0.48650042499999996,-0.30033297500000006,250,18,56
b_cardinality4:adjectiveSUPERLATIVE,0.4881910228333333,0.360034975,0.613485575,250,18,56
b_Intercept,0.39281855033333335,0.31720997500000003,0.46759035,250,18,56
b_cardinality4 + b_cardinality4:adjectiveSUPERLATIVE,0.09231483316666667,-0.005456299999999959,0.18540312499999978,250,18,56
b_adjectiveSUPERLATIVE,0.25756521736666665,0.1645434,0.351662875,250,18,57
b_cardinality4,-0.31139148408333334,-0.39900440000000004,-0.22120030000000004,250,18,57
b_cardinality4:adjectiveSUPERLATIVE,0.4205693246666667,0.286711075,0.551414325,250,18,57
b_Intercept,0.3398177233333333,0.27476500000000004,0.4052006999999999,250,18,57
b_cardinality4 + b_cardinality4:adjectiveSUPERLATIVE,0.10917784058333334,0.003212274999999998,0.2177661,250,18,57
b_adjectiveSUPERLATIVE,0.33503677483333333,0.24822650000000002,0.419239025,250,18,58
b_cardinality4,-0.39803186483333336,-0.483536075,-0.3152009000000002,250,18,58
b_cardinality4:adjectiveSUPERLATIVE,0.33904209733333335,0.22005265000000002,0.45977372499999997,250,18,58
b_Intercept,0.2529483221666667,0.192754525,0.314550175,250,18,58
